行政区划代码|单位名称
610923|宁陕县
610924|紫阳县
610925|岚皋县
610926|平利县
610927|镇坪县
610928|旬阳县
610929|白河县
611000|商洛市
611002|商州区
611021|洛南县
611022|丹凤县
611023|商南县
611024|山阳县
611025|镇安县
611026|柞水县
620000|甘肃省
620100|兰州市
620102|城关区
620103|七里河区
620104|西固区
620105|安宁区
620111|红古区
620121|永登县
620122|皋兰县
620123|榆中县
620200|嘉峪关市
620300|金昌市
620302|金川区
620321|永昌县
620400|白银市
620402|白银区
620403|平川区
620421|靖远县
620422|会宁县
620423|景泰县
620500|天水市
620502|秦州区
620503|麦积区
620521|清水县
620522|秦安县
620523|甘谷县
620524|武山县
620525|张家川回族自治县
620600|武威市
620602|凉州区
620621|民勤县
620622|古浪县
620623|天祝藏族自治县
620700|张掖市
620702|甘州区
620721|肃南裕固族自治县
620722|民乐县
620723|临泽县
620724|高台县
620725|山丹县
620800|平凉市
620802|崆峒区
620821|泾川县
620822|灵台县
620823|崇信县
620824|华亭县
620825|庄浪县
620826|静宁县
620900|酒泉市
620902|肃州区
620921|金塔县
620922|瓜州县
620923|肃北蒙古族自治县
620924|阿克塞哈萨克族自治县
620981|玉门市
620982|敦煌市
621000|庆阳市
621002|西峰区
621021|庆城县
621022|环县
621023|华池县
621024|合水县
621025|正宁县
621026|宁县
621027|镇原县
621100|定西市
621102|安定区
621121|通渭县
621122|陇西县
621123|渭源县
621124|临洮县
621125|漳县
621126|岷县
621200|陇南市
621202|武都区
621221|成县
621222|文县
621223|宕昌县
621224|康县
621225|西和县
621226|礼县
621227|徽县
621228|两当县
622900|临夏回族自治州
622901|临夏市
622921|临夏县
622922|康乐县
622923|永靖县
622924|广河县
622925|和政县
622926|东乡族自治县
622927|积石山保安族东乡族撒拉族自治县
623000|甘南藏族自治州
623001|合作市
623021|临潭县
623022|卓尼县
623023|舟曲县
623024|迭部县
623025|玛曲县
623026|碌曲县
623027|夏河县
630000|青海省
630100|西宁市
630102|城东区
630103|城中区
630104|城西区
630105|城北区
630121|大通回族土族自治县
630122|湟中县
630123|湟源县
630200|海东市
630202|乐都区
630203|平安区
630222|民和回族土族自治县
630223|互助土族自治县
630224|化隆回族自治县
630225|循化撒拉族自治县
632200|海北藏族自治州
632221|门源回族自治县
632222|祁连县
632223|海晏县
632224|刚察县
632300|黄南藏族自治州
632321|同仁县
632322|尖扎县
632323|泽库县
632324|河南蒙古族自治县
632500|海南藏族自治州
632521|共和县
632522|同德县
632523|贵德县
632524|兴海县
632525|贵南县
632600|果洛藏族自治州
632621|玛沁县
632622|班玛县
632623|甘德县
632624|达日县
632625|久治县
632626|玛多县
632700|玉树藏族自治州
632701|玉树市
632722|杂多县
632723|称多县
632724|治多县
632725|囊谦县
632726|曲麻莱县
632800|海西蒙古族藏族自治州
632801|格尔木市
632802|德令哈市
632821|乌兰县
632822|都兰县
632823|天峻县
640000|宁夏回族自治区
640100|银川市
640104|兴庆区
640105|西夏区
640106|金凤区
640121|永宁县
640122|贺兰县
640181|灵武市
640200|石嘴山市
640202|大武口区
640205|惠农区
640221|平罗县
640300|吴忠市
640302|利通区
640303|红寺堡区
640323|盐池县
640324|同心县
640381|青铜峡市
640400|固原市
640402|原州区
640422|西吉县
640423|隆德县
640424|泾源县
640425|彭阳县
640500|中卫市
640502|沙坡头区
640521|中宁县
640522|海原县
650000|新疆维吾尔自治区
650100|乌鲁木齐市
650102|天山区
650103|沙依巴克区
650104|新市区
650105|水磨沟区
650106|头屯河区
650107|达坂城区
650109|米东区
650121|乌鲁木齐县
650200|克拉玛依市
650202|独山子区
650203|克拉玛依区
650204|白碱滩区
650205|乌尔禾区
650400|吐鲁番市
650402|高昌区
650421|鄯善县
650422|托克逊县
650500|哈密市
650502|伊州区
650521|巴里坤哈萨克自治县
650522|伊吾县
652300|昌吉回族自治州
652301|昌吉市
652302|阜康市
652323|呼图壁县
652324|玛纳斯县
652325|奇台县
652327|吉木萨尔县
652328|木垒哈萨克自治县
652700|博尔塔拉蒙古自治州
652701|博乐市
652702|阿拉山口市
652722|精河县
652723|温泉县
652800|巴音郭楞蒙古自治州
652801|库尔勒市
652822|轮台县
652823|尉犁县
652824|若羌县
652825|且末县
652826|焉耆回族自治县
652827|和静县
652828|和硕县
652829|博湖县
652900|阿克苏地区
652901|阿克苏市
652922|温宿县
652923|库车县
652924|沙雅县
652925|新和县
652926|拜城县
652927|乌什县
652928|阿瓦提县
652929|柯坪县
653000|克孜勒苏柯尔克孜自治州
653001|阿图什市
653022|阿克陶县
653023|阿合奇县
653024|乌恰县
653100|喀什地区
653101|喀什市
653121|疏附县
653122|疏勒县
653123|英吉沙县
653124|泽普县
653125|莎车县
653126|叶城县
653127|麦盖提县
653128|岳普湖县
653129|伽师县
653130|巴楚县
653131|塔什库尔干塔吉克自治县
653200|和田地区
653201|和田市
653221|和田县
653222|墨玉县
653223|皮山县
653224|洛浦县
653225|策勒县
653226|于田县
653227|民丰县
654000|伊犁哈萨克自治州
654002|伊宁市
654003|奎屯市
654004|霍尔果斯市
654021|伊宁县
654022|察布查尔锡伯自治县
654023|霍城县
654024|巩留县
654025|新源县
654026|昭苏县
654027|特克斯县
654028|尼勒克县
654200|塔城地区
654201|塔城市
654202|乌苏市
654221|额敏县
654223|沙湾县
654224|托里县
654225|裕民县
654226|和布克赛尔蒙古自治县
654300|阿勒泰地区
654301|阿勒泰市
654321|布尔津县
654322|富蕴县
654323|福海县
654324|哈巴河县
654325|青河县
654326|吉木乃县
659001|石河子市
659002|阿拉尔市
659003|图木舒克市
659004|五家渠市
659005|北屯市
659006|铁门关市
659007|双河市
659008|可克达拉市
659009|昆玉市
710000|台湾省
810000|香港特别行政区
820000|澳门特别行政区
420102002|大智街道
420102003|一元街道
420102004|车站街道
420102005|四唯街道
420102006|永清街道
420102007|西马街道
420102008|球场街道
420102009|劳动街道
420102010|二七街道
420102011|新村街道
420102012|丹水池街道
420102014|台北街道
420102015|花桥街道
420102016|谌家矶街道
420102017|后湖街道
420102018|塔子湖街道
420102096|上海街道
420102400|百步亭社区管委会
420102999|不详乡镇
420103001|民族街道
420103002|花楼街道
420103003|水塔街道
420103004|民权街道
420103005|满春街道
420103006|民意街道
420103007|新华街道
420103008|万松街道
420103009|唐家墩街道
420103010|北湖街道
420103011|前进街道
420103012|常青街道
420103013|汉兴街道
420103999|不详乡镇
420104001|古田街道
420104002|韩家墩街道
420104003|宗关街道
420104004|汉水桥街道
420104005|宝丰街道
420104006|荣华街道
420104008|汉中街道
420104009|汉正街道
420104010|六角亭街道
420104011|长丰街道
420104012|易家街道
420104999|不详乡镇
420105002|建桥街道
420105004|晴川街道
420105005|鹦鹉街道
420105006|洲头街道
420105007|五里墩街道
420105008|琴断口街道
420105009|江汉二桥街道
420105010|永丰街道
420105011|江堤街道
420105012|四新街道
420105013|龙阳街道
420105999|不详乡镇
420106001|积玉桥街道
420106002|杨园街道
420106003|徐家棚街道
420106005|粮道街道
420106006|中华路街道
420106007|黄鹤楼街道
420106008|紫阳街道
420106009|白沙洲街道
420106010|首义路街道
420106011|中南路街道
420106012|水果湖街道
420106013|珞珈山街道
420106014|石洞街道
420106015|南湖街道
420106999|不详乡镇
420107001|红卫路街道
420107002|冶金街道
420107003|新沟桥街道
420107004|红钢城街道
420107005|工人村街道
420107006|青山镇街道
420107007|厂前街道
420107008|武东街道
420107009|白玉山街道
420107010|钢花村街道
420107096|化工新区八吉府街道
420107400|钢都管委会
420107999|不详乡镇
420111001|珞南街道
420111002|关山街道
420111003|狮子山街道
420111004|张家湾街道
420111005|梨园街道
420111006|卓刀泉街道
420111007|洪山街道
420111008|和平街道
420111011|青菱街道
420111090|东湖高新区关东街道
420111091|东湖高新区街道
420111092|东湖风景区街道
420111093|东湖高新区花山街道
420111094|东湖高新区九峰街道
420111095|东湖高新区左岭街道
420111205|天兴乡
420111999|不详乡镇
420112001|吴家山街道
420112002|柏泉街道
420112004|将军路街道
420112005|慈惠街道
420112006|走马岭街道
420112007|径河街道
420112008|长青街道
420112009|新沟镇街道
420112011|辛安渡街道
420112012|东山街道
420112014|金银湖街道
420112400|常青花园新区管理委员会
420112999|不详乡镇
420113001|纱帽街道
420113002|东荆街道
420113003|湘口街道
420113004|邓南街道
420113094|军山街道
420113095|沌阳街道
420113096|沌口街道
420113999|不详乡镇
420114001|蔡甸街道
420114002|奓山街道
420114003|永安街道
420114004|侏儒山街道
420114005|大集街道
420114006|张湾街道
420114007|索河街道
420114008|玉贤街道
420114200|消泗乡
420114400|桐湖办事处
420114999|不详乡镇
420115001|纸坊街道
420115002|金口街道
420115003|乌龙泉街道
420115005|郑店街道
420115010|五里界街道
420115011|安山街道
420115013|山坡街道
420115017|法泗街道
420115018|湖泗街道
420115019|舒安街道
420115092|东湖高新区滨湖街道
420115093|东湖高新区龙泉街道
420115094|东湖高新区豹澥街道
420115095|东湖高新区佛祖岭街道
420115096|东湖新技术开发区
420115400|庙山开发区
420115401|藏龙岛开发区
420115402|金水办事处
420115403|梁子湖风景区
420115404|金港新区
420115405|大桥新区
420115999|不详乡镇
420116001|前川街道
420116002|祁家湾街道
420116003|横店街道
420116004|罗汉寺街道
420116005|滠口街道
420116006|六指街道
420116007|天河街道
420116008|武湖街道
420116009|王家河街道
420116010|长轩岭街道
420116011|李家集街道
420116012|姚家集街道
420116013|蔡家榨街道
420116014|三里桥街道
420116015|蔡店街道
420116096|大潭办事处
420116201|木兰乡
420116996|武汉盘龙城经济开发区
420116999|不详乡镇
420117001|邾城街道
420117002|阳逻街道
420117003|仓埠街道
420117004|汪集街道
420117005|李集街道
420117006|三店街道
420117007|潘塘街道
420117008|旧街街道
420117009|双柳街道
420117010|涨渡湖街道
420117012|辛冲街道
420117013|徐古街道
420117096|道观河管理区
420117102|凤凰镇
420117396|龙王咀农场
420117999|不详乡镇
420199999|不详乡镇
420202001|沈家营街道
420202002|黄石港街道
420202003|胜阳港街道
420202005|花湖街道
420202400|江北管理区
420202999|不详乡镇
420203001|八泉街道
420203002|黄思湾街道
420203003|澄月街道
420203004|牧羊湖街道
420203105|工业园区
420203999|不详乡镇
420204001|新下陆街道
420204002|东方山街道
420204003|老下陆街道
420204004|团城山街道
420204105|长乐山工业园区
420204999|不详乡镇
420205094|章山街道
420205095|金山街道
420205096|铁山街道
420205197|大王镇
420205198|太子镇
420205199|汪仁镇
420205999|不详乡镇
420222100|兴国镇
420222101|富池镇
420222103|韦源口镇
420222106|陶港镇
420222107|白沙镇
420222108|浮屠镇
420222109|三溪镇
420222110|龙港镇
420222111|洋港镇
420222112|排市镇
420222113|木港镇
420222114|枫林镇
420222115|王英镇
420222193|金海管理区
420222196|黄颡口镇
420222395|城东新区
420222396|经济开发区
420222401|率州管理区
420222402|半壁山管理区
420222403|荆头山管理区
420222999|不详乡镇
420281001|东岳路街道
420281002|大冶湖高新区
420281003|金湖街道
420281100|金牛镇
420281101|保安镇
420281102|灵乡镇
420281103|金山店镇
420281106|还地桥镇
420281107|殷祖镇
420281109|刘仁八镇
420281110|陈贵镇
420281111|大箕铺镇
420281202|茗山乡
420281401|东风农场
420281999|不详乡镇
420299999|不详乡镇
420302001|武当路街道
420302002|二堰街道
420302003|五堰街道
420302100|大川镇
420302200|茅塔乡
420302201|鸳鸯乡
420302400|赛武当省级自然保护区管理局
420302999|不详乡镇
420303001|花果街道
420303002|红卫街道
420303003|车城路街道
420303004|汉江路街道
420303100|黄龙镇
420303101|柏林镇
420303200|方滩乡
420303201|西沟乡
420303400|西城开发区
420303401|工业新区
420303999|不详乡镇
420304100|城关镇
420304101|安阳镇
420304102|杨溪铺镇
420304103|青曲镇
420304104|白桑关镇
420304105|南化塘镇
420304106|白浪镇
420304107|刘洞镇
420304108|谭山镇
420304109|梅铺镇
420304110|青山镇
420304111|茶店镇
420304112|柳陂镇
420304113|鲍峡镇
420304114|胡家营镇
420304115|谭家湾镇
420304200|大柳乡
420304201|五峰乡
420304202|叶大乡
420304999|不详乡镇
420322100|城关镇
420322101|土门镇
420322102|上津镇
420322103|店子镇
420322104|夹河镇
420322105|羊尾镇
420322106|观音镇
420322107|马安镇
420322108|河夹镇
420322200|香口乡
420322201|关防乡
420322202|湖北口回族乡
420322203|景阳乡
420322204|六郎乡
420322205|涧池乡
420322206|安家乡
420322400|槐树林特场
420322401|三官洞林区
420322999|不详乡镇
420323100|城关镇
420323101|溢水镇
420323102|麻家渡镇
420323103|宝丰镇
420323104|擂鼓镇
420323105|秦古镇
420323106|得胜镇
420323107|上庸镇
420323108|官渡镇
420323200|潘口乡
420323201|竹坪乡
420323202|大庙乡
420323203|双台乡
420323204|楼台乡
420323205|文峰乡
420323206|深河乡
420323207|柳林乡
420323999|不详乡镇
420324100|城关镇
420324101|蒋家堰镇
420324102|中峰镇
420324103|水坪镇
420324104|县河镇
420324105|泉溪镇
420324106|丰溪镇
420324107|龙坝镇
420324108|兵营镇
420324109|汇湾镇
420324110|新洲镇
420324201|鄂坪乡
420324203|天宝乡
420324206|桃源乡
420324207|向坝乡
420324999|不详乡镇
420325100|城关镇
420325101|军店镇
420325102|化龙堰镇
420325103|土城镇
420325104|大木厂镇
420325105|青峰镇
420325106|门古寺镇
420325107|白鹤镇
420325108|野人谷镇
420325109|红塔镇
420325110|窑淮镇
420325111|尹吉甫镇
420325203|姚坪乡
420325205|沙河乡
420325206|万峪河乡
420325208|上龛乡
420325209|中坝乡
420325210|九道乡
420325211|回龙乡
420325212|五台乡
420325999|不详乡镇
420381001|均州路街道
420381002|大坝街道
420381003|丹赵路街道
420381005|三官殿街道
420381100|土关垭镇
420381101|浪河镇
420381102|丁家营镇
420381103|六里坪镇
420381104|盐池河镇
420381105|均县镇
420381106|习家店镇
420381107|蒿坪镇
420381108|石鼓镇
420381109|凉水河镇
420381110|官山镇
420381111|龙山镇
420381999|不详乡镇
420391001|白浪街道
420392001|武当山街道
420399999|不详乡镇
420502001|西陵街道
420502002|学院街道
420502003|云集街道
420502005|西坝街道
420502006|葛洲坝街道
420502007|夜明珠街道
420502011|窑湾街道
420502094|峡口风景区
420502095|三峡坝区
420502096|东山开发区
420502100|白洋镇
420502999|不详乡镇
420503001|大公桥街道
420503002|万寿桥街道
420503003|宝塔河街道
420503004|伍家岗街道
420503201|伍家乡
420503999|不详乡镇
420504001|点军街道
420504101|艾家镇
420504102|桥边镇
420504202|联棚乡
420504203|土城乡
420504999|不详乡镇
420505001|古老背街道
420505002|虎牙街道
420505003|云池街道
420505999|不详乡镇
420506001|小溪塔街道
420506101|樟村坪镇
420506102|雾渡河镇
420506103|太平溪镇
420506104|三斗坪镇
420506105|乐天溪镇
420506106|分乡镇
420506107|龙泉镇
420506108|鸦鹊岭镇
420506109|黄花镇
420506201|下堡坪乡
420506203|邓村乡
420506999|不详乡镇
420525101|鸣凤镇
420525102|花林寺镇
420525103|旧县镇
420525104|洋坪镇
420525105|茅坪场镇
420525106|嫘祖镇
420525201|河口乡
420525999|不详乡镇
420526101|昭君镇
420526102|峡口镇
420526103|南阳镇
420526104|古夫镇
420526105|黄粮镇
420526106|水月寺镇
420526201|高桥乡
420526202|榛子乡
420526999|不详乡镇
420527101|茅坪镇
420527102|归州镇
420527103|屈原镇
420527104|沙镇溪镇
420527105|两河口镇
420527106|郭家坝镇
420527107|杨林桥镇
420527108|九畹溪镇
420527201|水田坝乡
420527202|泄滩乡
420527203|梅家河乡
420527204|磨坪乡
420527999|不详乡镇
420528101|龙舟坪镇
420528102|高家堰镇
420528103|磨市镇
420528104|都镇湾镇
420528105|资丘镇
420528106|渔峡口镇
420528107|榔坪镇
420528108|贺家坪镇
420528201|大堰乡
420528202|鸭子口乡
420528203|火烧坪乡
420528999|不详乡镇
420529101|五峰镇
420529102|长乐坪镇
420529103|渔洋关镇
420529104|仁和坪镇
420529105|湾潭镇
420529201|傅家堰乡
420529202|牛庄乡
420529203|采花乡
420529999|不详乡镇
420581001|陆城街道
420581100|松宜矿区
420581101|红花套镇
420581102|高坝洲镇
420581103|聂家河镇
420581104|松木坪镇
420581105|枝城镇
420581106|姚家店镇
420581107|五眼泉镇
420581108|王家畈镇
420581203|潘家湾土家族乡
420581999|不详乡镇
420582001|玉阳街道
420582002|坝陵街道
420582003|玉泉街道
420582101|两河镇
420582102|河溶镇
420582103|淯溪镇
420582104|庙前镇
420582105|王店镇
420582106|半月镇
420582107|草埠湖镇
420582999|不详乡镇
420583001|马家店街道
420583101|安福寺镇
420583103|顾家店镇
420583104|董市镇
420583105|仙女镇
420583106|问安镇
420583107|七星台镇
420583108|百里洲镇
420583999|不详乡镇
420599999|不详乡镇
420602001|古城街道
420602002|真武山街道
420602003|庞公街道
420602004|檀溪街道
420602005|隆中街道
420602006|余家湖街道
420602100|欧庙镇
420602101|卧龙镇
420602200|尹集乡
420602999|不详乡镇
420606001|汉江街道
420606002|王寨街道
420606003|中原街道
420606004|定中门街道
420606005|清河口街道
420606006|屏襄门街道
420606007|米公街道
420606008|柿铺街道
420606096|高新区
420606100|牛首镇
420606101|太平店镇
420606196|鱼梁洲
420606999|不详乡镇
420607001|张湾街道
420607003|肖湾街道
420607004|六两河街道
420607101|龙王镇
420607102|石桥镇
420607103|黄集镇
420607104|伙牌镇
420607105|古驿镇
420607106|朱集镇
420607107|程河镇
420607108|双沟镇
420607109|张家集镇
420607110|黄龙镇
420607111|峪山镇
420607112|东津镇
420607999|不详乡镇
420624100|城关镇
420624101|武安镇
420624102|九集镇
420624103|李庙镇
420624104|长坪镇
420624105|薛坪镇
420624106|板桥镇
420624107|巡检镇
420624108|东巩镇
420624109|肖堰镇
420624196|清河管理区
420624999|不详乡镇
420625100|城关镇
420625101|石花镇
420625102|盛康镇
420625103|庙滩镇
420625104|茨河镇
420625105|南河镇
420625106|紫金镇
420625107|冷集镇
420625108|五山镇
420625200|赵湾乡
420625999|不详乡镇
420626100|城关镇
420626101|黄堡镇
420626102|后坪镇
420626103|龙坪镇
420626104|店垭镇
420626105|马良镇
420626106|歇马镇
420626107|马桥镇
420626108|寺坪镇
420626109|过渡湾镇
420626200|两峪乡
420626999|不详乡镇
420682001|光化街道
420682002|酂阳街道
420682100|孟楼镇
420682101|竹林桥镇
420682102|薛集镇
420682103|张集镇
420682104|仙人渡镇
420682105|洪山嘴镇
420682106|李楼镇
420682200|袁冲乡
420682999|不详乡镇
420683001|北城街道
420683002|南城街道
420683003|环城街道
420683100|琚湾镇
420683101|七方镇
420683102|杨垱镇
420683103|太平镇
420683104|新市镇
420683105|鹿头镇
420683106|刘升镇
420683107|兴隆镇
420683108|王城镇
420683109|吴店镇
420683110|熊集镇
420683111|平林镇
420683400|西城开发区
420683401|随阳管理区
420683402|车河管理区
420683999|不详乡镇
420684001|鄢城街道
420684002|南营街道
420684100|郑集镇
420684101|小河镇
420684102|刘猴镇
420684103|孔湾镇
420684104|流水镇
420684105|板桥店镇
420684106|王集镇
420684107|雷河镇
420684999|不详乡镇
420699999|不详乡镇
420702100|太和镇
420702101|东沟镇
420702102|梁子镇
420702103|涂家垴镇
420702104|沼山镇
420702401|梧桐湖新区
420702999|不详乡镇
420703100|华容镇
420703102|庙岭镇
420703103|段店镇
420703196|葛店镇
420703200|临江乡
420703201|蒲团乡
420703999|不详乡镇
420704001|凤凰街道
420704002|古楼街道
420704003|西山街道
420704004|樊口街道
420704100|泽林镇
420704101|杜山镇
420704102|新庙镇
420704103|碧石渡镇
420704104|汀祖镇
420704105|燕矶镇
420704106|杨叶镇
420704107|花湖镇
420704108|长港镇
420704200|沙窝乡
420704999|不详乡镇
420799999|不详乡镇
420802001|龙泉街道
420802002|泉口街道
420802100|栗溪镇
420802101|子陵铺镇
420802102|漳河镇
420802103|马河镇
420802104|石桥驿镇
420802105|牌楼镇
420802200|仙居乡
420802999|不详乡镇
420804001|掇刀石街道
420804002|白庙街道
420804100|团林铺镇
420804101|麻城镇
420804999|不详乡镇
420822100|沙洋镇
420822101|五里铺镇
420822102|十里铺镇
420822103|纪山镇
420822104|拾回桥镇
420822105|后港镇
420822107|毛李镇
420822108|官当镇
420822109|李市镇
420822110|马良镇
420822111|高阳镇
420822112|沈集镇
420822113|曾集镇
420822450|湖北省沙洋监狱管理局
420822999|不详乡镇
420881001|郢中街道
420881100|洋梓镇
420881101|长寿镇
420881102|丰乐镇
420881103|胡集镇
420881104|双河镇
420881105|磷矿镇
420881106|文集镇
420881107|冷水镇
420881108|石牌镇
420881109|旧口镇
420881110|柴湖镇
420881111|长滩镇
420881112|东桥镇
420881113|客店镇
420881114|张集镇
420881200|九里回族乡
420881600|官庄湖管理区
420881601|南湖新区
420881999|不详乡镇
420882100|新市镇
420882101|永兴镇
420882102|曹武镇
420882103|罗店镇
420882104|宋河镇
420882105|坪坝镇
420882106|三阳镇
420882107|绿林镇
420882108|杨集镇
420882109|孙桥镇
420882110|石龙镇
420882111|永隆镇
420882112|雁门口镇
420882113|钱场镇
420882196|太子山林场
420882999|不详乡镇
420891001|屈家岭管理区街道
420899999|不详乡镇
420902001|书院街道
420902002|新华街道
420902003|广场街道
420902004|车站街道
420902100|新铺镇
420902101|西河镇
420902102|杨店镇
420902103|陡岗镇
420902104|肖港镇
420902105|毛陈镇
420902106|三汊镇
420902107|祝站镇
420902196|高新开发区
420902200|朋兴乡
420902201|卧龙乡
420902202|闵集乡
420902450|朱湖农场
420902501|东山头原种场
420902601|孝南经济开发区
420902999|不详乡镇
420921100|花园镇
420921101|丰山镇
420921102|周巷镇
420921103|小河镇
420921104|王店镇
420921105|卫店镇
420921106|白沙镇
420921107|邹岗镇
420921200|小悟乡
420921201|季店乡
420921202|花西乡
420921203|陡山乡
420921999|不详乡镇
420922100|城关镇
420922101|阳平镇
420922102|芳畈镇
420922103|新城镇
420922104|夏店镇
420922105|刘集镇
420922106|河口镇
420922107|四姑镇
420922108|吕王镇
420922109|黄站镇
420922110|宣化店镇
420922111|丰店镇
420922112|大新镇
420922113|三里城镇
420922201|高店乡
420922202|彭店乡
420922203|东新乡
420922999|不详乡镇
420923100|城关镇
420923101|义堂镇
420923102|曾店镇
420923103|吴铺镇
420923104|伍洛镇
420923105|下辛店镇
420923106|道桥镇
420923107|隔蒲潭镇
420923108|胡金店镇
420923200|倒店乡
420923201|沙河乡
420923202|清明河乡
420923999|不详乡镇
420981001|城中街道
420981002|城北街道
420981003|四里棚街道
420981004|东马坊街道
420981005|长江埠街道
420981100|田店镇
420981101|杨河镇
420981102|三合镇
420981103|郎君镇
420981105|天鹅镇
420981106|义和镇
420981107|陈河镇
420981108|杨岭镇
420981109|汤池镇
420981110|黄滩镇
420981400|南垸良种场
420981999|不详乡镇
420982001|府城街道
420982002|南城街道
420982100|赵棚镇
420982101|李店镇
420982102|巡店镇
420982103|棠棣镇
420982104|雷公镇
420982105|王义贞镇
420982106|孛畈镇
420982107|烟店镇
420982108|洑水镇
420982200|陈店乡
420982201|辛榨乡
420982202|木梓乡
420982203|接官乡
420982999|不详乡镇
420984001|仙女山街道
420984002|汈东街道
420984101|马口镇
420984102|脉旺镇
420984103|城隍镇
420984104|分水镇
420984105|沉湖镇
420984106|田二河镇
420984107|回龙镇
420984108|新堰镇
420984109|垌冢镇
420984110|麻河镇
420984111|刘家隔镇
420984112|新河镇
420984113|庙头镇
420984114|杨林沟镇
420984200|西江乡
420984201|湾潭乡
420984202|南河乡
420984203|马鞍乡
420984204|里潭乡
420984205|韩集乡
420984450|中洲农场
420984500|华严农场
420984501|汈汊湖养殖场
420984504|三星垸农场
420984505|经济开发区
420984999|不详乡镇
420999999|不详乡镇
421002001|中山路街道
421002002|崇文街街道
421002003|解放路街道
421002004|胜利街道
421002005|朝阳路街道
421002007|立新街道
421002100|锣场镇
421002101|岑河镇
421002102|观音垱镇
421002103|关沮镇
421002192|荆州开发区滩桥镇
421002193|岑河原种场镇
421002195|省畜牧良种场镇
421002196|农场镇
421002202|联合乡
421002999|不详乡镇
421003001|西城街道
421003002|东城街道
421003003|城南街道
421003100|纪南镇
421003101|川店镇
421003102|马山镇
421003103|八岭山镇
421003104|李埠镇
421003105|弥市镇
421003106|郢城镇
421003195|太湖港管理区
421003196|菱角湖管理区
421003999|不详乡镇
421022100|埠河镇
421022101|斗湖堤镇
421022102|夹竹园镇
421022103|闸口镇
421022104|杨家厂镇
421022105|麻豪口镇
421022106|藕池镇
421022107|黄山头镇
421022108|孟家溪镇
421022109|南平镇
421022110|章庄铺镇
421022111|狮子口镇
421022112|斑竹垱镇
421022113|毛家港镇
421022200|甘家厂乡
421022201|章田寺乡
421022999|不详乡镇
421023100|容城镇
421023101|朱河镇
421023102|新沟镇
421023103|龚场镇
421023104|周老嘴镇
421023105|黄歇口镇
421023106|汪桥镇
421023107|程集镇
421023108|分盐镇
421023109|毛市镇
421023110|福田寺镇
421023111|上车湾镇
421023112|汴河镇
421023113|尺八镇
421023114|白螺镇
421023115|网市镇
421023116|三洲镇
421023117|桥市镇
421023195|大垸农场镇
421023196|荒湖农场镇
421023200|红城乡
421023201|棋盘乡
421023202|柘木乡
421023999|不详乡镇
421024100|资市镇
421024102|熊河镇
421024103|白马寺镇
421024104|沙岗镇
421024105|普济镇
421024106|郝穴镇
421024194|江北农场
421024195|三湖管理区
421024196|六合垸管理区
421024200|马家寨乡
421024201|秦市乡
421024999|不详乡镇
421081001|绣林街道
421081002|笔架山街道
421081100|新厂镇
421081101|横沟市镇
421081102|小河口镇
421081103|桃花山镇
421081104|调关镇
421081105|东升镇
421081106|高基庙镇
421081107|南口镇
421081108|高陵镇
421081109|团山寺镇
421081120|大垸镇
421081202|久合垸乡
421081600|天鹅洲经济开发区
421081999|不详乡镇
421083001|新堤街道
421083004|滨湖街道
421083100|螺山镇
421083101|乌林镇
421083102|龙口镇
421083103|燕窝镇
421083104|新滩镇
421083105|峰口镇
421083106|曹市镇
421083107|府场镇
421083108|戴家场镇
421083109|瞿家湾镇
421083110|沙口镇
421083111|万全镇
421083112|汊河镇
421083113|黄家口镇
421083194|大同湖农场镇
421083195|小港农场镇
421083196|大沙湖农场镇
421083200|老湾回族乡
421083999|不详乡镇
421087100|新江口镇
421087101|南海镇
421087102|八宝镇
421087103|涴市镇
421087104|老城镇
421087105|陈店镇
421087106|王家桥镇
421087107|斯家场镇
421087108|杨林市镇
421087109|纸厂河镇
421087110|街河市镇
421087111|洈水镇
421087112|刘家场镇
421087113|沙道观镇
421087200|万家乡
421087201|卸甲坪土家族乡
421087999|不详乡镇
421099999|不详乡镇
421102001|赤壁街道
421102002|东湖街道
421102003|禹王街道
421102004|南湖街道
421102101|路口镇
421102102|堵城镇
421102103|陈策楼镇
421102200|陶店乡
421102999|不详乡镇
421121100|团风镇
421121101|淋山河镇
421121102|方高坪镇
421121103|回龙山镇
421121104|马曹庙镇
421121105|上巴河镇
421121106|总路咀镇
421121107|但店镇
421121200|贾庙乡
421121201|杜皮乡
421121999|不详乡镇
421122100|城关镇
421122101|七里坪镇
421122102|华家河镇
421122103|二程镇
421122104|上新集镇
421122105|高桥镇
421122106|觅儿寺镇
421122107|八里湾镇
421122108|太平桥镇
421122109|永佳河镇
421122200|杏花乡
421122999|不详乡镇
421123100|凤山镇
421123101|骆驼坳镇
421123103|大河岸镇
421123104|九资河镇
421123105|胜利镇
421123106|河铺镇
421123107|三里畈镇
421123108|匡河镇
421123109|白庙河镇
421123110|大崎镇
421123201|白莲河乡
421123209|平湖乡
421123999|不详乡镇
421124100|温泉镇
421124101|南河镇
421124102|红山镇
421124103|金家铺镇
421124104|石头咀镇
421124105|草盘地镇
421124106|雷家店镇
421124107|杨柳湾镇
421124200|方家咀乡
421124201|孔家坊乡
421124202|陶家河乡
421124999|不详乡镇
421125100|清泉镇
421125101|巴河镇
421125102|竹瓦镇
421125103|汪岗镇
421125104|团陂镇
421125105|关口镇
421125106|白莲镇
